Cust Id,Cust Name,City Id,Category
12627,Cust-12627,1840014895,Generation Z
12628,Cust-12628,1840073592,Generation X
12630,Cust-12630,1840018410,Millennials
12631,Cust-12631,1840020696,Generation Z
12633,Cust-12633,1840001472,Generation X
12635,Cust-12635,1840003046,Millennials
12637,Cust-12637,1840003869,Generation Z
12638,Cust-12638,1840015163,Generation X
12639,Cust-12639,1840013490,Millennials
12640,Cust-12640,1840022140,Generation Z
12641,Cust-12641,1840021570,Generation X
12642,Cust-12642,1840015130,Millennials
12643,Cust-12643,1840006507,Generation Z
12644,Cust-12644,1840015120,Generation X
12645,Cust-12645,1840021672,Millennials
12647,Cust-12647,1840020696,Generation Z
12648,Cust-12648,1840021383,Generation X
12649,Cust-12649,1840020553,Millennials
12650,Cust-12650,1840015324,Generation Z
12651,Cust-12651,1840001254,Generation X
12652,Cust-12652,1840013501,Millennials
12653,Cust-12653,1840015163,Generation Z
12654,Cust-12654,1840020553,Generation X
12656,Cust-12656,1840004836,Millennials
12657,Cust-12657,1840008535,Generation Z
12658,Cust-12658,1840033833,Generation X
12659,Cust-12659,1840003563,Millennials
12660,Cust-12660,1840001839,Generation Z
12662,Cust-12662,1840001839,Generation X
12664,Cust-12664,1840018410,Millennials
12665,Cust-12665,1840007069,Generation Z
12666,Cust-12666,1840015457,Generation X
12667,Cust-12667,1840030815,Millennials
12668,Cust-12668,1840019325,Generation Z
12669,Cust-12669,1840014227,Generation X
12670,Cust-12670,1840003874,Millennials
12672,Cust-12672,1840003563,Generation Z
12673,Cust-12673,1840019585,Generation X
12674,Cust-12674,1840015211,Millennials
12676,Cust-12676,1840015108,Generation Z
12678,Cust-12678,1840020363,Generation X
12679,Cust-12679,1840020568,Millennials
12680,Cust-12680,1840003289,Generation Z
12681,Cust-12681,1840011171,Generation X
12682,Cust-12682,1840020483,Millennials
12683,Cust-12683,1840020428,Generation Z
12684,Cust-12684,1840000417,Generation X
12685,Cust-12685,1840002791,Millennials
12686,Cust-12686,1840018410,Generation Z
12688,Cust-12688,1840008535,Generation X
12689,Cust-12689,1840003478,Millennials
12690,Cust-12690,1840019585,Generation Z
12691,Cust-12691,1840008940,Generation X
12693,Cust-12693,1840020550,Millennials
12694,Cust-12694,1840034032,Generation Z
12695,Cust-12695,1840014227,Generation X
12697,Cust-12697,1840015072,Millennials
12700,Cust-12700,1840019176,Generation Z
12701,Cust-12701,1840023252,Generation X
12702,Cust-12702,1840021844,Millennials
12703,Cust-12703,1840020361,Generation Z
12704,Cust-12704,1840018410,Generation X
12705,Cust-12705,1840020151,Millennials
12707,Cust-12707,1840003389,Generation Z
12708,Cust-12708,1840020553,Generation X
12709,Cust-12709,1840033827,Millennials
12710,Cust-12710,1840015120,Generation Z
12712,Cust-12712,1840005613,Generation X
12713,Cust-12713,1840020287,Millennials
12714,Cust-12714,1840020296,Generation Z
12715,Cust-12715,1840000791,Generation X
12716,Cust-12716,1840021639,Millennials
12717,Cust-12717,1840034000,Generation Z
12718,Cust-12718,1840021964,Generation X
12719,Cust-12719,1840006112,Millennials
12720,Cust-12720,1840015988,Generation Z
12721,Cust-12721,1840030815,Generation X
12722,Cust-12722,1840015988,Millennials
12723,Cust-12723,1840013947,Generation Z
12724,Cust-12724,1840004850,Generation X
12725,Cust-12725,1840020567,Millennials
12726,Cust-12726,1840015211,Generation Z
12727,Cust-12727,1840004851,Generation X
12728,Cust-12728,1840000417,Millennials
12729,Cust-12729,1840003760,Generation Z
12731,Cust-12731,1840008261,Generation X
12732,Cust-12732,1840013368,Millennials
12734,Cust-12734,1840003874,Generation Z
12735,Cust-12735,1840005613,Generation X
12736,Cust-12736,1840021024,Millennials
12738,Cust-12738,1840020292,Generation Z
12739,Cust-12739,1840019422,Generation X
12740,Cust-12740,1840021829,Millennials
12743,Cust-12743,1840020604,Generation Z
12744,Cust-12744,1840001651,Generation X
12747,Cust-12747,1840021672,Millennials
12748,Cust-12748,1840015457,Generation Z
12749,Cust-12749,1840000791,Generation X
12750,Cust-12750,1840021129,Millennials
12752,Cust-12752,1840000494,Generation Z
12753,Cust-12753,1840019309,Generation X
12754,Cust-12754,1840001472,Millennials
12755,Cust-12755,1840004836,Generation Z
12756,Cust-12756,1840015157,Generation X
12757,Cust-12757,1840020474,Millennials
12758,Cust-12758,1840013364,Generation Z
12759,Cust-12759,1840019322,Generation X
12762,Cust-12762,1840019350,Millennials
12763,Cust-12763,1840034249,Generation Z
12764,Cust-12764,1840009315,Generation X
12766,Cust-12766,1840006060,Millennials
12769,Cust-12769,1840013356,Generation Z
12770,Cust-12770,1840019304,Generation X
12772,Cust-12772,1840021570,Millennials
12775,Cust-12775,1840013411,Generation Z
12778,Cust-12778,1840013364,Generation X
12779,Cust-12779,1840020578,Millennials
12781,Cust-12781,1840000177,Generation Z
12782,Cust-12782,1840008261,Generation X
12783,Cust-12783,1840020553,Millennials
12784,Cust-12784,1840020364,Generation Z
12785,Cust-12785,1840009904,Generation X
12787,Cust-12787,1840013660,Millennials
12789,Cust-12789,1840021940,Generation Z
12790,Cust-12790,1840021543,Generation X
12791,Cust-12791,1840015099,Millennials
12792,Cust-12792,1840013356,Generation Z
12793,Cust-12793,1840020550,Generation X
12794,Cust-12794,1840020516,Millennials
12795,Cust-12795,1840020709,Generation Z
12797,Cust-12797,1840020696,Generation X
12798,Cust-12798,1840006112,Millennials
12802,Cust-12802,1840020428,Generation Z
12808,Cust-12808,1840000791,Generation X
12809,Cust-12809,1840018903,Millennials
12811,Cust-12811,1840033743,Generation Z
12812,Cust-12812,1840003869,Generation X
12814,Cust-12814,1840020296,Millennials
12815,Cust-12815,1840021632,Generation Z
12816,Cust-12816,1840019585,Generation X
12817,Cust-12817,1840004773,Millennials
12818,Cust-12818,1840014486,Generation Z
12820,Cust-12820,1840015830,Generation X
12821,Cust-12821,1840015130,Millennials
12822,Cust-12822,1840020854,Generation Z
12823,Cust-12823,1840018825,Generation X
12824,Cust-12824,1840019590,Millennials
12826,Cust-12826,1840020296,Generation Z
12827,Cust-12827,1840015157,Generation X
12828,Cust-12828,1840020292,Millennials
12829,Cust-12829,1840021543,Generation Z
12830,Cust-12830,1840003874,Generation X
12831,Cust-12831,1840004773,Millennials
12832,Cust-12832,1840013368,Generation Z
12833,Cust-12833,1840015119,Generation X
12834,Cust-12834,1840001651,Millennials
12836,Cust-12836,1840019322,Generation Z
12837,Cust-12837,1630035605,Generation X
12838,Cust-12838,1840003814,Millennials
12839,Cust-12839,1840002984,Generation Z
12840,Cust-12840,1840015072,Generation X
12841,Cust-12841,1840014022,Millennials
12842,Cust-12842,1840027017,Generation Z
12843,Cust-12843,1840001254,Generation X
12844,Cust-12844,1840002984,Millennials
12845,Cust-12845,1840015108,Generation Z
12847,Cust-12847,1840013947,Generation X
12849,Cust-12849,1840002344,Millennials
12851,Cust-12851,1840005061,Generation Z
12852,Cust-12852,1840002915,Generation X
12853,Cust-12853,1840020580,Millennials
12854,Cust-12854,1840007830,Generation Z
12855,Cust-12855,1840003718,Generation X
12856,Cust-12856,1840005613,Millennials
12857,Cust-12857,1840000673,Generation Z
12863,Cust-12863,1840020552,Generation X
12864,Cust-12864,1840021488,Millennials
12865,Cust-12865,1840022220,Generation Z
12866,Cust-12866,1840034030,Generation X
12867,Cust-12867,1840007830,Millennials
12868,Cust-12868,1840001698,Generation Z
12870,Cust-12870,1840021117,Generation X
12871,Cust-12871,1840001383,Millennials
12872,Cust-12872,1840034032,Generation Z
12873,Cust-12873,1840019590,Generation X
12875,Cust-12875,1840014887,Millennials
12876,Cust-12876,1840022140,Generation Z
12877,Cust-12877,1840020553,Generation X
12878,Cust-12878,1840020568,Millennials
12879,Cust-12879,1840009357,Generation Z
12881,Cust-12881,1840014895,Generation X
12882,Cust-12882,1840019176,Millennials
12883,Cust-12883,1630035605,Generation Z
12884,Cust-12884,1840015044,Generation X
12885,Cust-12885,1840020041,Millennials
12886,Cust-12886,1840034016,Generation Z
12888,Cust-12888,1840023385,Generation X
12890,Cust-12890,1840015576,Millennials
12891,Cust-12891,1840014569,Generation Z
12893,Cust-12893,1840020296,Generation X
12895,Cust-12895,1840020292,Millennials
12897,Cust-12897,1840007830,Generation Z
12901,Cust-12901,1840020657,Generation X
12902,Cust-12902,1840001592,Millennials
12904,Cust-12904,1840015044,Generation Z
12906,Cust-12906,1840015031,Generation X
12908,Cust-12908,1840000378,Millennials
12909,Cust-12909,1840015044,Generation Z
12910,Cust-12910,1840014730,Generation X
12912,Cust-12912,1840014421,Millennials
12913,Cust-12913,1840020151,Generation Z
12915,Cust-12915,1840018903,Generation X
12916,Cust-12916,1840021844,Millennials
12917,Cust-12917,1840014524,Generation Z
12919,Cust-12919,1840000327,Generation X
12920,Cust-12920,1840000455,Millennials
12921,Cust-12921,1840000466,Generation Z
12922,Cust-12922,1840020925,Generation X
12923,Cust-12923,1840021844,Millennials
12924,Cust-12924,1840018903,Generation Z
12925,Cust-12925,1840000572,Generation X
12928,Cust-12928,1840001839,Millennials
12929,Cust-12929,1840008261,Generation Z
12930,Cust-12930,1840021940,Generation X
12931,Cust-12931,1840013356,Millennials
12933,Cust-12933,1840006060,Generation Z
12935,Cust-12935,1840021189,Generation X
12936,Cust-12936,1840003871,Millennials
12937,Cust-12937,1840004851,Generation Z
12938,Cust-12938,1840011171,Generation X
12939,Cust-12939,1840001651,Millennials
12940,Cust-12940,1840018481,Generation Z
12942,Cust-12942,1840015031,Generation X
12943,Cust-12943,1840019941,Millennials
12944,Cust-12944,1840015768,Generation Z
12945,Cust-12945,1840015576,Generation X
12947,Cust-12947,1840015094,Millennials
12948,Cust-12948,1840007830,Generation Z
12949,Cust-12949,1840019743,Generation X
12950,Cust-12950,1840015044,Millennials
12951,Cust-12951,1840000378,Generation Z
12952,Cust-12952,1840015457,Generation X
12953,Cust-12953,1840000466,Millennials
12955,Cust-12955,1840003185,Generation Z
12956,Cust-12956,1840015482,Generation X
12957,Cust-12957,1840013730,Millennials
12962,Cust-12962,1840014557,Generation Z
12963,Cust-12963,1840033999,Generation X
12965,Cust-12965,1840020604,Millennials
12966,Cust-12966,1840014486,Generation Z
12967,Cust-12967,1840033827,Generation X
12968,Cust-12968,1840001839,Millennials
12970,Cust-12970,1840003858,Generation Z
12971,Cust-12971,1840020604,Generation X
12974,Cust-12974,1840021829,Millennials
12976,Cust-12976,1840003718,Generation Z
12977,Cust-12977,1630035577,Generation X
12980,Cust-12980,1840000434,Millennials
12981,Cust-12981,1840015576,Generation Z
12982,Cust-12982,1840009315,Generation X
12984,Cust-12984,1840020654,Millennials
12985,Cust-12985,1840015211,Generation Z
12987,Cust-12987,1840020483,Generation X
12988,Cust-12988,1840020516,Millennials
12989,Cust-12989,1840002791,Generation Z
12990,Cust-12990,1840021224,Generation X
12991,Cust-12991,1840000386,Millennials
12993,Cust-12993,1840021383,Generation Z
12994,Cust-12994,1840073592,Generation X
12995,Cust-12995,1840004851,Millennials
12997,Cust-12997,1840001839,Generation Z
12999,Cust-12999,1840003814,Generation X
13000,Cust-13000,1840005061,Millennials
13001,Cust-13001,1840009357,Generation Z
13002,Cust-13002,1840003814,Generation X
13003,Cust-13003,1840000373,Millennials
13004,Cust-13004,1840019322,Generation Z
13005,Cust-13005,1840007830,Generation X
13006,Cust-13006,1840015130,Millennials
13008,Cust-13008,1840019865,Generation Z
13011,Cust-13011,1840003874,Generation X
13012,Cust-13012,1840013501,Millennials
13013,Cust-13013,1840019156,Generation Z
13014,Cust-13014,1840013305,Generation X
13015,Cust-13015,1840020552,Millennials
13016,Cust-13016,1840020654,Generation Z
13017,Cust-13017,1840000791,Generation X
13018,Cust-13018,1840000434,Millennials
13021,Cust-13021,1840020174,Generation Z
13023,Cust-13023,1840013730,Generation X
13026,Cust-13026,1840003172,Millennials
13027,Cust-13027,1840019350,Generation Z
13028,Cust-13028,1840018481,Generation X
13029,Cust-13029,1840009373,Millennials
13030,Cust-13030,1840008261,Generation Z
13032,Cust-13032,1840019743,Generation X
13033,Cust-13033,1840020361,Millennials
13034,Cust-13034,1840009315,Generation Z
13035,Cust-13035,1840000572,Generation X
13037,Cust-13037,1840021488,Millennials
13038,Cust-13038,1840013411,Generation Z
13040,Cust-13040,1840018905,Generation X
13043,Cust-13043,1840014887,Millennials
13044,Cust-13044,1840003172,Generation Z
13045,Cust-13045,1840015109,Generation X
13046,Cust-13046,1840021543,Millennials
13047,Cust-13047,1840020491,Generation Z
13048,Cust-13048,1840001383,Generation X
13049,Cust-13049,1840000596,Millennials
13050,Cust-13050,1840000327,Generation Z
13052,Cust-13052,1840002915,Generation X
13055,Cust-13055,1840014730,Millennials
13058,Cust-13058,1840004773,Generation Z
13059,Cust-13059,1840002400,Generation X
13060,Cust-13060,1840020363,Millennials
13061,Cust-13061,1840020474,Generation Z
13062,Cust-13062,1840020364,Generation X
13064,Cust-13064,1840013411,Millennials
13065,Cust-13065,1840001686,Generation Z
13066,Cust-13066,1840015094,Generation X
13067,Cust-13067,1840002648,Millennials
13068,Cust-13068,1840006211,Generation Z
13069,Cust-13069,1840021990,Generation X
13070,Cust-13070,1840003971,Millennials
13072,Cust-13072,1840013468,Generation Z
13075,Cust-13075,1840027017,Generation X
13077,Cust-13077,1840020364,Millennials
13078,Cust-13078,1840015120,Generation Z
13079,Cust-13079,1840018903,Generation X
13080,Cust-13080,1840014227,Millennials
13081,Cust-13081,1840000494,Generation Z
13082,Cust-13082,1840000177,Generation X
13083,Cust-13083,1840014730,Millennials
13085,Cust-13085,1840020566,Generation Z
13089,Cust-13089,1840013660,Generation X
13090,Cust-13090,1840002915,Millennials
13091,Cust-13091,1840015108,Generation Z
13092,Cust-13092,1840019590,Generation X
13093,Cust-13093,1840018825,Millennials
13094,Cust-13094,1840015094,Generation Z
13095,Cust-13095,1840019585,Generation X
13097,Cust-13097,1840021990,Millennials
13098,Cust-13098,1840036155,Generation Z
13099,Cust-13099,1840013364,Generation X
13101,Cust-13101,1840019309,Millennials
13102,Cust-13102,1840000466,Generation Z
13103,Cust-13103,1840034016,Generation X
13104,Cust-13104,1840000963,Millennials
13106,Cust-13106,1840003874,Generation Z
13107,Cust-13107,1840020696,Generation X
13108,Cust-13108,1840014569,Millennials
13109,Cust-13109,1840019941,Generation Z
13110,Cust-13110,1840020361,Generation X
13113,Cust-13113,1840020567,Millennials
13115,Cust-13115,1840001651,Generation Z
13116,Cust-13116,1840020361,Generation X
13117,Cust-13117,1840003102,Millennials
13118,Cust-13118,1840015977,Generation Z
13120,Cust-13120,1840014227,Generation X
13121,Cust-13121,1840015157,Millennials
13122,Cust-13122,1840015509,Generation Z
13124,Cust-13124,1840001698,Generation X
13126,Cust-13126,1840021632,Millennials
13127,Cust-13127,1840004773,Generation Z
13130,Cust-13130,1840020361,Generation X
13131,Cust-13131,1840033999,Millennials
13132,Cust-13132,1840002928,Generation Z
13133,Cust-13133,1840020709,Generation X
13134,Cust-13134,1840020490,Millennials
13135,Cust-13135,1840020550,Generation Z
13136,Cust-13136,1840029462,Generation X
13137,Cust-13137,1840013947,Millennials
13138,Cust-13138,1840015768,Generation Z
13139,Cust-13139,1840015064,Generation X
13140,Cust-13140,1840015099,Millennials
13141,Cust-13141,1840007069,Generation Z
13142,Cust-13142,1840020578,Generation X
13144,Cust-13144,1840021672,Millennials
13145,Cust-13145,1840003798,Generation Z
13146,Cust-13146,1840009904,Generation X
13147,Cust-13147,1840014569,Millennials
13148,Cust-13148,1840015108,Generation Z
13149,Cust-13149,1840019350,Generation X
13151,Cust-13151,1840007069,Millennials
13153,Cust-13153,1840007069,Generation Z
13154,Cust-13154,1840021093,Generation X
13155,Cust-13155,1840015109,Millennials
13157,Cust-13157,1840003289,Generation Z
13158,Cust-13158,1840006060,Generation X
13159,Cust-13159,1840021491,Millennials
13160,Cust-13160,1840020292,Generation Z
13161,Cust-13161,1840020121,Generation X
13162,Cust-13162,1840034002,Millennials
13165,Cust-13165,1840002984,Generation Z
13166,Cust-13166,1840015982,Generation X
13167,Cust-13167,1840027142,Millennials
13168,Cust-13168,1840015099,Generation Z
13169,Cust-13169,1840013730,Generation X
13170,Cust-13170,1840020151,Millennials
13171,Cust-13171,1840001254,Generation Z
13173,Cust-13173,1840015576,Generation X
13174,Cust-13174,1840018905,Millennials
13176,Cust-13176,1840019438,Generation Z
13177,Cust-13177,1840015120,Generation X
13178,Cust-13178,1840021189,Millennials
13182,Cust-13182,1840020563,Generation Z
13183,Cust-13183,1840001592,Generation X
13184,Cust-13184,1840019585,Millennials
13185,Cust-13185,1840020552,Generation Z
13186,Cust-13186,1840033832,Generation X
13187,Cust-13187,1840021189,Millennials
13188,Cust-13188,1840009315,Generation Z
13189,Cust-13189,1630035577,Generation X
13192,Cust-13192,1840020662,Millennials
13193,Cust-13193,1840020925,Generation Z
13194,Cust-13194,1840011171,Generation X
13196,Cust-13196,1840019176,Millennials
13198,Cust-13198,1840021940,Generation Z
13199,Cust-13199,1840020552,Generation X
13200,Cust-13200,1840021829,Millennials
13203,Cust-13203,1840001044,Generation Z
13207,Cust-13207,1840019176,Generation X
13208,Cust-13208,1840015970,Millennials
13209,Cust-13209,1840006112,Generation Z
13210,Cust-13210,1840008940,Generation X
13211,Cust-13211,1840020552,Millennials
13212,Cust-13212,1840000673,Generation Z
13213,Cust-13213,1840015072,Generation X
13216,Cust-13216,1840019570,Millennials
13217,Cust-13217,1840015099,Generation Z
13218,Cust-13218,1840004828,Generation X
13220,Cust-13220,1840013411,Millennials
13221,Cust-13221,1840003871,Generation Z
13223,Cust-13223,1840006112,Generation X
13224,Cust-13224,1840021024,Millennials
13225,Cust-13225,1840020854,Generation Z
13226,Cust-13226,1840021947,Generation X
13227,Cust-13227,1840006112,Millennials
13228,Cust-13228,1840000673,Generation Z
13229,Cust-13229,1840019865,Generation X
13230,Cust-13230,1840013368,Millennials
13232,Cust-13232,1840021383,Generation Z
13233,Cust-13233,1840021990,Generation X
13235,Cust-13235,1840021093,Millennials
13236,Cust-13236,1840014486,Generation Z
13238,Cust-13238,1840021117,Generation X
13239,Cust-13239,1840015163,Millennials
13240,Cust-13240,1840001044,Generation Z
13242,Cust-13242,1840002928,Generation X
13243,Cust-13243,1840020707,Millennials
13244,Cust-13244,1840019585,Generation Z
13245,Cust-13245,1840006009,Generation X
13246,Cust-13246,1840020516,Millennials
13247,Cust-13247,1840013468,Generation Z
13248,Cust-13248,1840030084,Generation X
13249,Cust-13249,1840000791,Millennials
